source,n_false,n_total,false_ind,false_ind_smoothed
Ron DeSantis,0,1,0.0,0.373647786137378
Chris Abele,8,14,0.5714285714285714,0.5277740299596251
Ted Strickland,5,13,0.38461538461538464,0.40027161926308996
Jackie Speier,0,1,0.0,0.373647786137378
Jennette Gayer,0,2,0.0,0.3291109834139506
Christopher Plante,1,2,0.5,0.4483055949593076
Mike Polensek,0,2,0.0,0.3291109834139506
Pink Slip Rick,1,2,0.5,0.4483055949593076
Hank Johnson,3,12,0.25,0.3132808846023693
John  Kitzhaber,2,14,0.14285714285714285,0.2335069558115319
David Toscano,0,1,0.0,0.373647786137378
Protect Families First,1,1,1.0,0.5089723573851558
Mark Shields,1,2,0.5,0.4483055949593076
William G. Batchelder,4,8,0.5,0.4698604364069958
College presidents,0,1,0.0,0.373647786137378
Tom Niehaus,1,2,0.5,0.4483055949593076
Club for Growth,8,14,0.5714285714285714,0.5277740299596251
Phil Gingrey,8,12,0.6666666666666666,0.5851730873919724
Providence City Council,1,1,1.0,0.5089723573851558
Vince Megna,1,1,1.0,0.5089723573851558
Bill Pascrell,3,11,0.2727272727272727,0.3312962585024038
Dawson Hodgson,2,3,0.6666666666666666,0.5070612390825165
BikePortland.org,0,1,0.0,0.373647786137378
Ileana Ros-Lehtinen,0,2,0.0,0.3291109834139506
James Bennett,2,2,1.0,0.5675002065046645
Pardeep Kaleka,0,1,0.0,0.373647786137378
Emergency Committee for Israel,2,2,1.0,0.5675002065046645
Texas Medical Association,0,1,0.0,0.373647786137378
Amy Kremer,1,2,0.5,0.4483055949593076
Patrick Wales,0,1,0.0,0.373647786137378
Environment New Jersey,1,1,1.0,0.5089723573851558
Sam Adams,5,15,0.3333333333333333,0.3628449397537808
Lois Kolkhorst,1,2,0.5,0.4483055949593076
American International Group,0,1,0.0,0.373647786137378
Don Pridemore,0,1,0.0,0.373647786137378
Terry  Russell,0,1,0.0,0.373647786137378
Deepwater Wind,0,1,0.0,0.373647786137378
Ginny Burdick,0,1,0.0,0.373647786137378
Jimmy Barrett,0,1,0.0,0.373647786137378
Larry Kilgore,1,1,1.0,0.5089723573851558
The Campaign to Fix the Debt,1,1,1.0,0.5089723573851558
Kay Bailey Hutchison,6,17,0.35294117647058826,0.37457278630313307
Dan  Saltzman,0,1,0.0,0.373647786137378
Texas secession petition,0,1,0.0,0.373647786137378
Thomas Ratliff,0,1,0.0,0.373647786137378
ACLU Foundation of Georgia,0,1,0.0,0.373647786137378
Lou Greenwald,3,8,0.375,0.40036599940193085
Sherry Sylvester,0,1,0.0,0.373647786137378
Dennis Kucinich,4,24,0.16666666666666666,0.22248117376575785
Pew Environment Group,1,1,1.0,0.5089723573851558
Robert Singer,1,1,1.0,0.5089723573851558
Juan Hernández,0,1,0.0,0.373647786137378
One Wisconsin Now,3,9,0.3333333333333333,0.37435070772606066
Libertarian Party of Georgia,1,2,0.5,0.4483055949593076
Our Oregon,1,4,0.25,0.3620070221868109
Jeanne Shaheen,3,11,0.2727272727272727,0.3312962585024038
Frank Lautenberg,2,8,0.25,0.3308715623968659
Ken Detzner,1,2,0.5,0.4483055949593076
Mike DeWine,2,8,0.25,0.3308715623968659
Alex Wan,0,1,0.0,0.373647786137378
Todd Hunter,1,1,1.0,0.5089723573851558
Michael Doherty,4,8,0.5,0.4698604364069958
Anne Goodman,0,1,0.0,0.373647786137378
Mark S. Zaccaria,4,5,0.8,0.5936203783771586
Dan Micciche,0,1,0.0,0.373647786137378
Sandy Pasch,1,3,0.3333333333333333,0.4005608947136531
Broward Republican Executive Committee,0,1,0.0,0.373647786137378
Association of Mature American Citizens,1,1,1.0,0.5089723573851558
Texas Values,2,2,1.0,0.5675002065046645
Pam Bondi,4,10,0.4,0.41252416694178956
National Association of Realtors,0,1,0.0,0.373647786137378
Raymond Bateman,1,2,0.5,0.4483055949593076
Jobs Ohio,0,1,0.0,0.373647786137378
Michael Cannon,1,1,1.0,0.5089723573851558
Steve Acenbrak,0,1,0.0,0.373647786137378
"Joseph ""Joe"" Deshotel",1,1,1.0,0.5089723573851558
Emma Darnell,1,1,1.0,0.5089723573851558
Jon Erpenbach,2,3,0.6666666666666666,0.5070612390825165
Steve Cohen,1,4,0.25,0.3620070221868109
Paul Levesque,0,1,0.0,0.373647786137378
Ann McLane Kuster,3,6,0.5,0.4649951519983509
Tom Craddick,0,1,0.0,0.373647786137378
Health First Wisconsin,1,1,1.0,0.5089723573851558
Big Gamble NJ,0,1,0.0,0.373647786137378
We the People petition,1,1,1.0,0.5089723573851558
Freedom From Religion Foundation,0,1,0.0,0.373647786137378
County Line,0,1,0.0,0.373647786137378
Lamar Alexander,3,7,0.42857142857142855,0.43026717445225005
Libraries Yes! Committee,0,3,0.0,0.29406055034478956
Terral Smith,0,1,0.0,0.373647786137378
John Charles,0,2,0.0,0.3291109834139506
Mike White,1,1,1.0,0.5089723573851558
Caroline Casagrande,0,2,0.0,0.3291109834139506
Clayton County Government,1,1,1.0,0.5089723573851558
Brian Robinson,2,5,0.4,0.4180222186107534
Jason Isaac,3,5,0.6,0.5058212984939561
Rebecca Kleefisch,4,9,0.4444444444444444,0.43932948143494704
Bill Haslam,1,3,0.3333333333333333,0.4005608947136531
Charlie Crist,25,78,0.32051282051282054,0.3289636342925076
Priorities USA Action,4,8,0.5,0.4698604364069958
Larry Sabato,0,2,0.0,0.3291109834139506
Stand For Children Tennessee,0,1,0.0,0.373647786137378
People's Majority,1,1,1.0,0.5089723573851558
Progressive Change Campaign Committee,2,4,0.5,0.45825673861108385
Michael Moore,6,14,0.42857142857142855,0.429685005243594
Mitt Romney,85,204,0.4166666666666667,0.4171361412228466
Planned Parenthood Action Fund,1,1,1.0,0.5089723573851558
Betty Sutton,3,8,0.375,0.40036599940193085
Connie Mack,7,14,0.5,0.47872951760160953
Majority PAC,1,2,0.5,0.4483055949593076
Taxpayer Association of Oregon,1,3,0.3333333333333333,0.4005608947136531
Tere McCann,1,1,1.0,0.5089723573851558
Voters First Ohio,1,1,1.0,0.5089723573851558
Barry Hinckley,6,11,0.5454545454545454,0.5038127584117463
Democratic Party of Oregon,2,4,0.5,0.45825673861108385
Adam Putnam,2,7,0.2857142857142857,0.35558257312500013
House Majority PAC,1,1,1.0,0.5089723573851558
C.W. Bill Young,2,4,0.5,0.45825673861108385
Jessica Ehrlich,0,1,0.0,0.373647786137378
Clint Eastwood,0,1,0.0,0.373647786137378
Tommy Thompson,17,25,0.68,0.6295428163705344
Tim Kaine,5,24,0.20833333333333334,0.2553871235267307
Tom  Kean Jr.,2,3,0.6666666666666666,0.5070612390825165
George Flinn,2,2,1.0,0.5675002065046645
Keep Austin Healthy PAC,0,1,0.0,0.373647786137378
Bill Bradbury,1,1,1.0,0.5089723573851558
Let Freedom Ring,2,4,0.5,0.45825673861108385
Gonzalo Barrientos,0,1,0.0,0.373647786137378
Adam Hasner,3,12,0.25,0.3132808846023693
Jesse Ventura,1,2,0.5,0.4483055949593076
Diane Hurley,0,1,0.0,0.373647786137378
Workers' Voice,4,4,1.0,0.6507561714596298
Joseph Kyrillos,7,11,0.6363636363636364,0.5613182583815272
Democratic Congressional Campaign Committee,24,30,0.8,0.7354049741793277
Promote Oregon Leadership PAC (Oregon House Republicans),2,4,0.5,0.45825673861108385
Shirley Anderson,1,1,1.0,0.5089723573851558
Glenn Grothman,5,8,0.625,0.5393548734120608
Paul Hirschbiel,1,1,1.0,0.5089723573851558
Charles Bass,5,5,1.0,0.6814194582603613
Greater Wisconsin Committee,7,13,0.5384615384615384,0.5034194805360244
George Allen,11,26,0.4230769230769231,0.42486185629535067
Tennessee Republican Party,3,3,1.0,0.6135615834513801
Creative Advocacy Network,0,2,0.0,0.3291109834139506
Planned Parenthood,2,6,0.3333333333333333,0.38428256315094195
Linda McMahon,1,1,1.0,0.5089723573851558
Rob Moshein,0,1,0.0,0.373647786137378
Gerald Daugherty,1,1,1.0,0.5089723573851558
Oregon Senate Republicans (The Leadership Fund),1,2,0.5,0.4483055949593076
Shelley Adler,3,3,1.0,0.6135615834513801
Crossroads GPS,12,19,0.631578947368421,0.5813836832115901
Brendan Doherty,3,8,0.375,0.40036599940193085
Rob Zerban,2,2,1.0,0.5675002065046645
Patrick Murphy,0,2,0.0,0.3291109834139506
Lois Frankel,3,3,1.0,0.6135615834513801
Mary Nolan,0,5,0.0,0.24242405884434814
Senior Citizens League,2,2,1.0,0.5675002065046645
Marsha Blackburn,4,6,0.6666666666666666,0.5457077408457598
Phil Roe,1,1,1.0,0.5089723573851558
Coalition to Bring Jobs to R.I.,1,1,1.0,0.5089723573851558
John G. Morgan,0,1,0.0,0.373647786137378
Carl  Hosticka,1,1,1.0,0.5089723573851558
Ovide Lamontagne,0,2,0.0,0.3291109834139506
Karen Huber,0,1,0.0,0.373647786137378
National Education Association,0,1,0.0,0.373647786137378
Raymond Frank,0,1,0.0,0.373647786137378
Jon Husted,3,6,0.5,0.4649951519983509
Future PAC (Oregon House Democrats),4,4,1.0,0.6507561714596298
American Crossroads,10,15,0.6666666666666666,0.5966029537382137
Bill Powers,1,1,1.0,0.5089723573851558
Steven Teske,0,1,0.0,0.373647786137378
Amanda  Fritz,2,4,0.5,0.45825673861108385
American Future Fund,3,3,1.0,0.6135615834513801
Wayne Powell,3,3,1.0,0.6135615834513801
Joe Straus,0,3,0.0,0.29406055034478956
Dan Sebring,0,1,0.0,0.373647786137378
Jim Kyle,1,1,1.0,0.5089723573851558
Michael Riley,3,4,0.75,0.5545064550353569
Andy Berke,0,1,0.0,0.373647786137378
Laurie Monnes Anderson,1,2,0.5,0.4483055949593076
Kurt Schrader,1,5,0.2,0.33022313872755077
Frank Guinta,2,3,0.6666666666666666,0.5070612390825165
Stefani Carter,0,2,0.0,0.3291109834139506
Paul Sadler,2,7,0.2857142857142857,0.35558257312500013
Ann Coulter,8,12,0.6666666666666666,0.5851730873919724
Michael Julian Bond,0,1,0.0,0.373647786137378
Americans For Tax Reform,5,7,0.7142857142857143,0.5796363771067499
U.S. Chamber of Commerce,10,14,0.7142857142857143,0.6258630546756561
National Women's Law Center,0,1,0.0,0.373647786137378
"Our Portland, Our Schools",0,1,0.0,0.373647786137378
YG Action Fund,0,1,0.0,0.373647786137378
Val Demings,1,1,1.0,0.5089723573851558
Bill Clinton,7,30,0.23333333333333334,0.2682390573734981
Bob Corker,1,5,0.2,0.33022313872755077
Eugene McKenna,0,2,0.0,0.3291109834139506
Yes on 82 and 83 campaign,0,1,0.0,0.373647786137378
Government is Not God PAC,6,6,1.0,0.7071329185405776
Jennifer Beck,2,3,0.6666666666666666,0.5070612390825165
Stacey Campfield,2,3,0.6666666666666666,0.5070612390825165
AFSCME,3,7,0.42857142857142855,0.43026717445225005
Joaquin Castro,1,3,0.3333333333333333,0.4005608947136531
Yes on 79,1,2,0.5,0.4483055949593076
John Sharp,0,1,0.0,0.373647786137378
Secure America Now,1,2,0.5,0.4483055949593076
John Burzichelli,2,2,1.0,0.5675002065046645
Republican Jewish Coalition,0,2,0.0,0.3291109834139506
Rob Andrews,1,1,1.0,0.5089723573851558
It's Still a Bad Idea,1,2,0.5,0.4483055949593076
Chris Devaney,0,1,0.0,0.373647786137378
Restore Our Future,3,8,0.375,0.40036599940193085
Democratic Senatorial Campaign Committee,3,7,0.42857142857142855,0.43026717445225005
William O'Brien,3,4,0.75,0.5545064550353569
Gary Johnson,2,8,0.25,0.3308715623968659
Jon Runyan,4,4,1.0,0.6507561714596298
NAACP,0,2,0.0,0.3291109834139506
Education Action Group,1,1,1.0,0.5089723573851558
Menendez Facts,1,1,1.0,0.5089723573851558
Scott DesJarlais,1,2,0.5,0.4483055949593076
Yes on 84,1,1,1.0,0.5089723573851558
Paul Summers,0,1,0.0,0.373647786137378
Jennifer Granholm,0,4,0.0,0.2657573057625379
Bill Kennemer,0,1,0.0,0.373647786137378
John Kerry,5,10,0.5,0.4735383160619564
Mark Strama,1,1,1.0,0.5089723573851558
Reid Ribble,2,2,1.0,0.5675002065046645
American Civil Liberties Union,1,1,1.0,0.5089723573851558
Kal Penn,0,1,0.0,0.373647786137378
Herb Garrett,0,1,0.0,0.373647786137378
Julián Castro,0,10,0.0,0.16846757046112235
Upendra Chivukula,1,2,0.5,0.4483055949593076
Mike Berlon,1,1,1.0,0.5089723573851558
CNSNews,1,1,1.0,0.5089723573851558
Tennessee Democratic Party,2,6,0.3333333333333333,0.38428256315094195
Anthony Gemma,3,5,0.6,0.5058212984939561
James Clyburn,2,3,0.6666666666666666,0.5070612390825165
Bob King,0,1,0.0,0.373647786137378
George LeMieux,5,17,0.29411764705882354,0.33181881671463015
Choose: New Jersey,0,1,0.0,0.373647786137378
Kamala Harris,0,1,0.0,0.373647786137378
Diana DeGette,0,2,0.0,0.3291109834139506
Jack Markell,1,1,1.0,0.5089723573851558
Martin O'Malley,3,11,0.2727272727272727,0.3312962585024038
Deval Patrick,0,2,0.0,0.3291109834139506
Hank Williams Jr.,1,1,1.0,0.5089723573851558
Sam Olens,1,5,0.2,0.33022313872755077
Bob Buckhorn,3,6,0.5,0.4649951519983509
Callista Gingrich,1,1,1.0,0.5089723573851558
Clackamas County Commission,1,1,1.0,0.5089723573851558
Rick Santorum,30,56,0.5357142857142857,0.5251051693020641
Nikki Haley,0,2,0.0,0.3291109834139506
John Thune,1,2,0.5,0.4483055949593076
Stephanie Cutter,2,5,0.4,0.4180222186107534
Sher Valenzuela,0,1,0.0,0.373647786137378
Ted Lyon,1,1,1.0,0.5089723573851558
Florida Wildlife Federation,0,1,0.0,0.373647786137378
Artur Davis,1,1,1.0,0.5089723573851558
Teresa Fedor,1,2,0.5,0.4483055949593076
Reince Priebus,9,18,0.5,0.48221796294582603
Lamar Smith,5,12,0.4166666666666667,0.42203776571821056
billhislam.com,1,1,1.0,0.5089723573851558
Special Operations OPSEC Education Fund,2,3,0.6666666666666666,0.5070612390825165
Billboard,1,1,1.0,0.5089723573851558
Sonji Jacobs,0,1,0.0,0.373647786137378
Nick Fish,1,2,0.5,0.4483055949593076
Friends of Democracy,1,1,1.0,0.5089723573851558
Bruce Elfant,0,2,0.0,0.3291109834139506
Clayton County Schools,0,1,0.0,0.373647786137378
Gregory J. Costantino,0,1,0.0,0.373647786137378
John Carter,5,7,0.7142857142857143,0.5796363771067499
Martavius Jones,0,1,0.0,0.373647786137378
Marty Beil,1,1,1.0,0.5089723573851558
Ultraviolet,2,4,0.5,0.45825673861108385
Bill Zedler,0,1,0.0,0.373647786137378
Kate Brown,1,2,0.5,0.4483055949593076
Kinky Friedman,2,3,0.6666666666666666,0.5070612390825165
Austinites for Geographic Representation,0,1,0.0,0.373647786137378
American Civil Liberties Union of Florida,1,3,0.3333333333333333,0.4005608947136531
Steve Phelps,0,1,0.0,0.373647786137378
Eva Longoria,0,1,0.0,0.373647786137378
Warren Kampf,0,1,0.0,0.373647786137378
Rob Turner,0,2,0.0,0.3291109834139506
Gloria Romero Roses,0,1,0.0,0.373647786137378
Floridians for Ethics and Truth in Politics,1,2,0.5,0.4483055949593076
Anna Little,2,2,1.0,0.5675002065046645
Ron Stephens,0,1,0.0,0.373647786137378
Mark Clayton,1,1,1.0,0.5089723573851558
New Jersey Democratic State Committee,4,5,0.8,0.5936203783771586
Dolores Gresham,2,2,1.0,0.5675002065046645
Mike Stenhouse,3,5,0.6,0.5058212984939561
Gail  Collins,3,8,0.375,0.40036599940193085
Multnomah County Library Foundation,1,1,1.0,0.5089723573851558
Tomorrow's Vision of Florida,1,1,1.0,0.5089723573851558
Eric Hovde,5,8,0.625,0.5393548734120608
American Principles in Action,0,1,0.0,0.373647786137378
Peter DeFazio,2,6,0.3333333333333333,0.38428256315094195
American Commitment,4,4,1.0,0.6507561714596298
Salmon for All,0,1,0.0,0.373647786137378
Heather Fiorentino,1,3,0.3333333333333333,0.4005608947136531
Protect Your Vote Ohio,0,1,0.0,0.373647786137378
Mark Neumann,7,11,0.6363636363636364,0.5613182583815272
Fran Millar,0,1,0.0,0.373647786137378
Stacey Abrams,0,3,0.0,0.29406055034478956
American Bridge 21st Century,3,7,0.42857142857142855,0.43026717445225005
Chuck Fleischmann,1,1,1.0,0.5089723573851558
Jeff Fitzgerald,4,8,0.5,0.4698604364069958
Steve Doell,0,2,0.0,0.3291109834139506
"Francisco ""Quico"" Canseco",0,1,0.0,0.373647786137378
Scott Garrett,1,2,0.5,0.4483055949593076
Sanford Bishop,1,3,0.3333333333333333,0.4005608947136531
Sandy Adams,0,1,0.0,0.373647786137378
Shirley Turner,1,2,0.5,0.4483055949593076
Michael J. Gardiner,3,3,1.0,0.6135615834513801
Dave Weldon,3,3,1.0,0.6135615834513801
We Are Milwaukee,1,1,1.0,0.5089723573851558
Gerard Robinson,1,1,1.0,0.5089723573851558
New Boston Republican Committee,1,1,1.0,0.5089723573851558
Lights For Liberty,1,1,1.0,0.5089723573851558
Wes Riddle,2,2,1.0,0.5675002065046645
Jefferson Smith,2,8,0.25,0.3308715623968659
Jeff Wentworth,2,4,0.5,0.45825673861108385
Lou Ann Zelenik,1,1,1.0,0.5089723573851558
Texans for Accountable Government,1,1,1.0,0.5089723573851558
Scott  Keyes,2,2,1.0,0.5675002065046645
Mike Dovilla,1,3,0.3333333333333333,0.4005608947136531
NARAL Pro-Choice America,2,3,0.6666666666666666,0.5070612390825165
John Lehman,0,1,0.0,0.373647786137378
John Mica,2,4,0.5,0.45825673861108385
Adan Ballesteros,1,1,1.0,0.5089723573851558
Woody Degan,1,1,1.0,0.5089723573851558
Steve Brown,1,2,0.5,0.4483055949593076
Jackie Cilley,0,1,0.0,0.373647786137378
Rachel O'Connor,1,1,1.0,0.5089723573851558
Charlotte Bergmann,3,3,1.0,0.6135615834513801
Robert DiMuccio,0,1,0.0,0.373647786137378
Accountability in Government,0,1,0.0,0.373647786137378
Committee to Protect Florida,1,4,0.25,0.3620070221868109
Daniel Rodriguez,0,1,0.0,0.373647786137378
John Watson,0,1,0.0,0.373647786137378
Republican National Committee,13,29,0.4482758620689655,0.4453597876282497
Cascade Policy Institute,0,1,0.0,0.373647786137378
Julia Hurley,1,1,1.0,0.5089723573851558
Mary Matalin,2,2,1.0,0.5675002065046645
Jeff Dickerson,0,1,0.0,0.373647786137378
Steve Doocy,3,3,1.0,0.6135615834513801
"Vincent ""Buddy"" Cianci",3,7,0.42857142857142855,0.43026717445225005
Kelda Helen Roys,1,2,0.5,0.4483055949593076
Jeff Duncan,1,1,1.0,0.5089723573851558
Multnomah County,0,1,0.0,0.373647786137378
Eric Holder,0,3,0.0,0.29406055034478956
John  Robitaille,1,5,0.2,0.33022313872755077
MoveOn.org,6,14,0.42857142857142855,0.429685005243594
Robert Gibbs,2,7,0.2857142857142857,0.35558257312500013
Jim Bohl,1,2,0.5,0.4483055949593076
Nick Ciparro,1,1,1.0,0.5089723573851558
Clackamas County Democrats,1,1,1.0,0.5089723573851558
Bill Weimer,0,1,0.0,0.373647786137378
Don McIntire,0,1,0.0,0.373647786137378
Debbie Dooley,1,3,0.3333333333333333,0.4005608947136531
Albio Sires,0,1,0.0,0.373647786137378
Georgia Green Party,0,1,0.0,0.373647786137378
Mahlon Mitchell,0,3,0.0,0.29406055034478956
Ron Ramsey,3,3,1.0,0.6135615834513801
Becky Moeller,0,2,0.0,0.3291109834139506
Austin Fund for Quality Healthcare,0,1,0.0,0.373647786137378
Paul Sarlo,0,2,0.0,0.3291109834139506
Michael Opitz,1,1,1.0,0.5089723573851558
Shawn Lindsay,2,2,1.0,0.5675002065046645
Pat Kreitlow,1,1,1.0,0.5089723573851558
Vincent Prieto,1,1,1.0,0.5089723573851558
Gerry Connolly,1,6,0.16666666666666666,0.3035699743035331
Citizens for Transportation Mobility,1,4,0.25,0.3620070221868109
Steve Buckstein,0,1,0.0,0.373647786137378
Corrine  Brown,1,2,0.5,0.4483055949593076
Oregon Lottery,1,2,0.5,0.4483055949593076
Jim DeMint,9,11,0.8181818181818182,0.6763292583210889
Terry Lawler,1,1,1.0,0.5089723573851558
John G. Edwards,1,2,0.5,0.4483055949593076
Ron Paul,16,40,0.4,0.4044248370018643
Stephen Simpson,0,1,0.0,0.373647786137378
Chris Garrett and Bill Kennemer,1,1,1.0,0.5089723573851558
60 Plus Association,3,3,1.0,0.6135615834513801
Stop Gillnetting Now,1,1,1.0,0.5089723573851558
Samuel Wurzelbacher,2,3,0.6666666666666666,0.5070612390825165
Conservative Republicans of Texas PAC,1,1,1.0,0.5089723573851558
Diane Black,0,1,0.0,0.373647786137378
John Ludlow,1,3,0.3333333333333333,0.4005608947136531
Alcee Hastings,2,3,0.6666666666666666,0.5070612390825165
Bob Marshall,3,3,1.0,0.6135615834513801
Loretta  Weinberg,3,7,0.42857142857142855,0.43026717445225005
Jack Latvala,0,2,0.0,0.3291109834139506
Eric Fehrnstrom,0,1,0.0,0.373647786137378
David Axelrod,3,18,0.16666666666666666,0.2362118819215092
Ed  Gillespie,5,10,0.5,0.4735383160619564
Pam Davidson,0,1,0.0,0.373647786137378
Jim Webb,1,9,0.1111111111111111,0.2443931603082879
Ron Gerberry,0,1,0.0,0.373647786137378
Memphis Police Association,1,1,1.0,0.5089723573851558
Lisa Blais,1,1,1.0,0.5089723573851558
Tim Lee,0,2,0.0,0.3291109834139506
Dennis Algiere,0,1,0.0,0.373647786137378
We Are Wisconsin,2,3,0.6666666666666666,0.5070612390825165
Paul Krugman,2,17,0.11764705882352941,0.20355690794912154
Michelle Obama,2,8,0.25,0.3308715623968659
Dale Earnhardt Jr.,0,1,0.0,0.373647786137378
Anastasia Williams,1,1,1.0,0.5089723573851558
Conservative Voters of Texas PAC,1,1,1.0,0.5089723573851558
Suzanne Bonamici,4,7,0.5714285714285714,0.5049517757795
Sylvia Romo,1,1,1.0,0.5089723573851558
Corey  Stewart,1,1,1.0,0.5089723573851558
Colleen Kiernan,0,2,0.0,0.3291109834139506
Ryan Downton,0,1,0.0,0.373647786137378
John Bradley,0,1,0.0,0.373647786137378
Justin Hewlett,1,1,1.0,0.5089723573851558
John Kennedy,1,1,1.0,0.5089723573851558
Ron Davis,0,1,0.0,0.373647786137378
John Matson,0,1,0.0,0.373647786137378
Graeme Zielinski,2,2,1.0,0.5675002065046645
Beth Harwell,0,1,0.0,0.373647786137378
Brett Bittner,1,1,1.0,0.5089723573851558
Craig James,1,2,0.5,0.4483055949593076
Bob  Latta,1,1,1.0,0.5089723573851558
Transportation Leadership Coalition,1,1,1.0,0.5089723573851558
Conservative Renewal PAC,1,1,1.0,0.5089723573851558
Steve Rothman,4,6,0.6666666666666666,0.5457077408457598
Terry Gorman,2,3,0.6666666666666666,0.5070612390825165
Mike Schaufler,1,1,1.0,0.5089723573851558
Jennifer Williamson,0,1,0.0,0.373647786137378
Brigid Shea,0,3,0.0,0.29406055034478956
Dominic Chavez,0,1,0.0,0.373647786137378
Charlie Flemming,1,1,1.0,0.5089723573851558
Oregon League of Conservation Voters,1,1,1.0,0.5089723573851558
Joe Donnelly,1,1,1.0,0.5089723573851558
Bill Spelman,1,1,1.0,0.5089723573851558
Freedom PAC,0,1,0.0,0.373647786137378
Shaun Ireland,0,1,0.0,0.373647786137378
Nia Gill,0,1,0.0,0.373647786137378
Georgia Family Council,0,1,0.0,0.373647786137378
National Right to Life Committee,3,6,0.5,0.4649951519983509
WrongWayRubio.com,0,1,0.0,0.373647786137378
Rudy Moise,1,1,1.0,0.5089723573851558
Jana Duty,1,1,1.0,0.5089723573851558
Anthony Bucco,1,1,1.0,0.5089723573851558
A C Wharton,0,1,0.0,0.373647786137378
Charlie Hales,2,5,0.4,0.4180222186107534
Eileen Brady,2,4,0.5,0.45825673861108385
Jennifer Carroll,2,2,1.0,0.5675002065046645
Kevin DeWine,1,3,0.3333333333333333,0.4005608947136531
Mike Martinez,2,6,0.3333333333333333,0.38428256315094195
David Dooley,0,1,0.0,0.373647786137378
Kathleen Falk,4,10,0.4,0.41252416694178956
Joe Brown,1,1,1.0,0.5089723573851558
Pat Quinn,1,2,0.5,0.4483055949593076
Michael Turner,1,3,0.3333333333333333,0.4005608947136531
Wisconsin Medical Society,1,1,1.0,0.5089723573851558
Tom Rooney,1,2,0.5,0.4483055949593076
R2RMerge,1,1,1.0,0.5089723573851558
Clay Dafoe,1,1,1.0,0.5089723573851558
H. Ford Gravitt,1,1,1.0,0.5089723573851558
Forbes blog,0,1,0.0,0.373647786137378
Tavis Smiley,1,2,0.5,0.4483055949593076
Ted Nugent,2,4,0.5,0.45825673861108385
Frank Wolf,1,3,0.3333333333333333,0.4005608947136531
Michael Adams,0,1,0.0,0.373647786137378
Ron Oakley,1,1,1.0,0.5089723573851558
Sara Stevenson,1,1,1.0,0.5089723573851558
Dwight  Holton,0,1,0.0,0.373647786137378
American Energy Alliance,1,2,0.5,0.4483055949593076
Jim Cooper,0,1,0.0,0.373647786137378
AARP,0,1,0.0,0.373647786137378
Jon O'Brien,0,1,0.0,0.373647786137378
Anonymous Flier,1,1,1.0,0.5089723573851558
Lisa Tomasso,0,1,0.0,0.373647786137378
Tom Leppert,1,3,0.3333333333333333,0.4005608947136531
BettyLou DeCroce,0,1,0.0,0.373647786137378
Clarence Thomas,0,1,0.0,0.373647786137378
Josh McKoon,1,2,0.5,0.4483055949593076
Metro Atlanta Voter Education Network,0,2,0.0,0.3291109834139506
Ted  Wheeler,1,1,1.0,0.5089723573851558
Susan Combs,2,2,1.0,0.5675002065046645
Matthew Hill,1,1,1.0,0.5089723573851558
Elizabeth Ames Jones,1,1,1.0,0.5089723573851558
Charlie Gonzalez,1,2,0.5,0.4483055949593076
Gary Black,0,2,0.0,0.3291109834139506
Sandra Williams,0,1,0.0,0.373647786137378
Weston Wamp,0,1,0.0,0.373647786137378
Vern Buchanan,2,5,0.4,0.4180222186107534
Eric Kearney,0,1,0.0,0.373647786137378
Amy Handlin,1,1,1.0,0.5089723573851558
Jeffrey Hernandez,0,1,0.0,0.373647786137378
James Durkan,0,1,0.0,0.373647786137378
Donna Campbell,1,3,0.3333333333333333,0.4005608947136531
Doreen Costa,1,2,0.5,0.4483055949593076
Donald Verrilli,0,1,0.0,0.373647786137378
Scott Lingamfelter,0,1,0.0,0.373647786137378
Rashad Taylor,0,1,0.0,0.373647786137378
Brady Campaign to Prevent Gun Violence,2,2,1.0,0.5675002065046645
Rosemary Lehmberg,1,1,1.0,0.5089723573851558
New Jersey Republican State Committee,2,2,1.0,0.5675002065046645
Eric Johnson,2,3,0.6666666666666666,0.5070612390825165
Frank LoBiondo,1,1,1.0,0.5089723573851558
John Elkhay,0,1,0.0,0.373647786137378
Andrew Napolitano,5,7,0.7142857142857143,0.5796363771067499
Charlie Baird,1,1,1.0,0.5089723573851558
Lars Larson,2,4,0.5,0.45825673861108385
Michelle  Malkin,1,3,0.3333333333333333,0.4005608947136531
Pat Boone,3,3,1.0,0.6135615834513801
Ohio Federation of Teachers,1,1,1.0,0.5089723573851558
Senate Republican Conference,1,2,0.5,0.4483055949593076
Jimmie T. Smith,1,1,1.0,0.5089723573851558
Robert Hurt,6,7,0.8571428571428571,0.6543209784339998
Dennis Baxley,0,1,0.0,0.373647786137378
New Hampshire Republican Party,1,2,0.5,0.4483055949593076
Arthenia Joyner,0,2,0.0,0.3291109834139506
Susan Cole,0,1,0.0,0.373647786137378
Judson Hill,1,2,0.5,0.4483055949593076
Rod Monroe,2,2,1.0,0.5675002065046645
John McKeon,0,1,0.0,0.373647786137378
Chris Smith,0,1,0.0,0.373647786137378
Luis Garcia,1,2,0.5,0.4483055949593076
Texas Democratic Party,1,4,0.25,0.3620070221868109
Democratic Party of Wisconsin,17,20,0.85,0.7488212135966533
Joel Kleefisch,0,1,0.0,0.373647786137378
Robert Jacquard,0,1,0.0,0.373647786137378
Chris Telfer,1,1,1.0,0.5089723573851558
